1357099200000	821
1357185600000	803
1357272000000	867
1357358400000	793
1357444800000	795
1357531200000	822
1357617600000	868
1357704000000	793
1357790400000	821
1357876800000	803
1357963200000	821
1358049600000	803
1358136000000	821
1358222400000	803
1358308800000	867
1358395200000	821
1358481600000	803
1358568000000	867
1358654400000	821
1358740800000	803
1358827200000	821
1358913600000	803
1359000000000	867
1359086400000	793
1359172800000	795
1359259200000	822
1359345600000	868
1359432000000	793
1359518400000	821
1359604800000	803
1359691200000	821
1359777600000	803
1359864000000	867
1359950400000	793
1360036800000	795
1360123200000	822
1360209600000	875
1360296000000	900
1360382400000	942
1360468800000	1270
1360555200000	1580
1360641600000	1600
1360728000000	1430
1360814400000	1270
1360900800000	1290
1360987200000	1140
1361073600000	1220
1361160000000	1190
1361246400000	1020
1361332800000	1220
1361419200000	1220
1361505600000	821
1361592000000	1020
1361678400000	821
1361764800000	1020
1361851200000	867
1361937600000	1220
1362024000000	795
1362110400000	1220
1362196800000	1570
1362283200000	1500
1362369600000	1280
1362456000000	1170
1362542400000	1290
1362628800000	1330
1362715200000	897
1362801600000	898
1362888000000	1050
1362974400000	1520
1363060800000	1510
1363147200000	1210
1363233600000	1210
1363320000000	1130
1363406400000	1240
1363492800000	1470
1363579200000	1470
1363665600000	1440
1363752000000	1270
1363838400000	933
1363924800000	1010
1364011200000	1180
1364097600000	1420
1364184000000	1410
1364270400000	1450
1364356800000	1290
1364443200000	1250
1364529600000	1240
1364616000000	1310
1364702400000	1530
1364788800000	1580
1364875200000	1440
1364961600000	1120
1365048000000	1210
1365134400000	1020
1365220800000	1200
1365307200000	1340
1365393600000	1320
1365480000000	1660
1365566400000	2650
1365652800000	2450
1365739200000	1780
1365825600000	1290
1365912000000	1220
1365998400000	1380
1366084800000	1350
1366171200000	1240
1366257600000	1130
1366344000000	1160
1366430400000	926
1366516800000	669
1366603200000	620
1366689600000	759
1366776000000	968
1366862400000	817
1366948800000	634
1367035200000	566
1367121600000	539
1367208000000	580
1367294400000	665
1367380800000	716
1367467200000	963
1367553600000	1230
1367640000000	958
1367726400000	926
1367812800000	987
1367899200000	901
1367985600000	823
1368072000000	906
1368158400000	955
1368244800000	1010
1368331200000	993
1368417600000	966
1368504000000	955
1368590400000	964
1368676800000	876
1368763200000	845
1368849600000	777
1368936000000	755
1369022400000	915
1369108800000	953
1369195200000	1040
1369281600000	1120
1369368000000	1170
1369454400000	977
1369540800000	3430
1369627200000	3090
1369713600000	2490
1369800000000	2290
1369886400000	2560
1369972800000	2840
1370059200000	2740
1370145600000	2100
1370232000000	1750
1370318400000	1340
1370404800000	1250
1370491200000	1080
1370577600000	967
1370664000000	921
1370750400000	938
1370836800000	952
1370923200000	936
1371009600000	943
1371096000000	776
1371182400000	638
1371268800000	602
1371355200000	652
1371441600000	561
1371528000000	572
1371614400000	595
1371700800000	769
1371787200000	683
1371873600000	606
1371960000000	675
1372046400000	844
1372132800000	1110
1372219200000	1030
1372305600000	1190
1372392000000	1250
1372478400000	1030
1372564800000	825
1372651200000	720
1372737600000	662
1372824000000	626
1372910400000	415
1372996800000	243
1373083200000	205
1373169600000	224
1373256000000	241
1373342400000	209
1373428800000	255
1373515200000	364
1373601600000	258
1373688000000	250
1373774400000	223
1373860800000	174
1373947200000	145
1374033600000	128
1374120000000	157
1374206400000	128
1374292800000	106
1374379200000	80
1374465600000	58
1374552000000	77
1374638400000	277
1374724800000	411
1374811200000	595
1374897600000	781
1374984000000	589
1375070400000	387
1375156800000	411
1375243200000	444
1375329600000	427
1375416000000	428
1375502400000	1090
1375588800000	1230
1375675200000	600
1375761600000	466
1375848000000	438
1375934400000	617
1376020800000	324
1376107200000	283
1376193600000	182
1376280000000	175
1376366400000	507
1376452800000	1860
1376539200000	937
1376625600000	1380
1376712000000	2210
1376798400000	1490
1376884800000	1230
1376971200000	1140
1377057600000	1080
1377144000000	936
1377230400000	1020
1377316800000	956
1377403200000	1030
1377489600000	960
1377576000000	782
1377662400000	709
1377748800000	592
1377835200000	482
1377921600000	248
1378008000000	159
1378094400000	113
1378180800000	129
1378267200000	272
1378353600000	415
1378440000000	384
1378526400000	237
1378612800000	200
1378699200000	181
1378785600000	202
1378872000000	227
1378958400000	313
1379044800000	353
1379131200000	284
1379217600000	293
1379304000000	313
1379390400000	435
1379476800000	515
1379563200000	549
1379649600000	617
1379736000000	804
1379822400000	743
1379908800000	702
1379995200000	894
1380081600000	754
1380168000000	788
1380254400000	886
1380340800000	738
1380427200000	1610
1380513600000	2100
1380600000000	1480
1380686400000	1370
1380772800000	1370
1380859200000	3010
1380945600000	3050
1381032000000	1130
1381118400000	1090
1381204800000	791
1381291200000	849
1381377600000	755
1381464000000	744
1381550400000	726
1381636800000	739
1381723200000	732
1381809600000	868
1381896000000	2430
1381982400000	2170
1382068800000	1450
1382155200000	1470
1382241600000	1340
1382328000000	1290
1382414400000	1260
1382500800000	1310
1382587200000	1130
1382673600000	1120
1382760000000	1160
1382846400000	1170
1382932800000	1090
1383019200000	1020
1383105600000	1010
1383192000000	1100
1383278400000	1010
1383364800000	935
1383451200000	971
1383537600000	1130
1383624000000	1360
1383710400000	1600
1383796800000	1600
1383883200000	1540
1383969600000	1390
1384056000000	1290
1384142400000	1380
1384228800000	1400
1384315200000	1450
1384401600000	1520
1384488000000	1360
1384574400000	1280
1384660800000	1390
1384747200000	1460
1384833600000	1400
1384920000000	1410
1385006400000	1170
1385092800000	1110
1385179200000	1280
1385265600000	1390
1385352000000	1460
1385438400000	1400
1385524800000	1410
1385611200000	1170
1385697600000	1110
1385784000000	885
1385870400000	880
1385956800000	1360
1386043200000	1280
1386129600000	1390
1386216000000	1460
1386302400000	1400
1386388800000	1520
1386475200000	1360
1386561600000	1280
1386648000000	1390
1386734400000	1460
1386820800000	1400
1386907200000	1410
1386993600000	1170
1387080000000	1110
1387166400000	1280
1387252800000	1170
1387339200000	1110
1387425600000	885
1387512000000	880
1387598400000	1360
1387684800000	1280
1387771200000	1460
1387857600000	1400
1387944000000	1410
1388030400000	1410
1388116800000	1170
1388203200000	1110
1388289600000	885
1388376000000	1280
1388462400000	1460
1388548800000	1400
