1293940800000	1970
1294027200000	1430
1294113600000	857
1294200000000	1620
1294286400000	1680
1294372800000	1800
1294459200000	1850
1294545600000	1790
1294632000000	1760
1294718400000	1340
1294804800000	1160
1294891200000	1140
1294977600000	1430
1295064000000	1500
1295150400000	1620
1295236800000	1740
1295323200000	1970
1295409600000	2430
1295496000000	2400
1295582400000	2440
1295668800000	1900
1295755200000	2090
1295841600000	2670
1295928000000	2590
1296014400000	2430
1296100800000	2390
1296187200000	2480
1296273600000	2580
1296360000000	2650
1296446400000	2590
1296532800000	2380
1296619200000	1360
1296705600000	1460
1296792000000	1560
1296878400000	1540
1296964800000	1840
1297051200000	1010
1297137600000	1340
1297224000000	1610
1297310400000	1540
1297396800000	1530
1297483200000	1710
1297569600000	2090
1297656000000	2440
1297742400000	2440
1297828800000	2410
1297915200000	2460
1298001600000	2370
1298088000000	2440
1298174400000	2620
1298260800000	2870
1298347200000	2770
1298433600000	2840
1298520000000	2870
1298606400000	2810
1298692800000	2650
1298779200000	2610
1298865600000	2640
1298952000000	2840
1299038400000	2630
1299124800000	1870
1299211200000	1950
1299297600000	2350
1299384000000	2290
1299470400000	2400
1299556800000	2630
1299643200000	2970
1299729600000	3140
1299816000000	3350
1299902400000	3500
1299988800000	3620
1300075200000	3720
1300161600000	3370
1300248000000	2890
1300334400000	2950
1300420800000	2970
1300507200000	3850
1300593600000	3820
1300680000000	3840
1300766400000	3800
1300852800000	3690
1300939200000	3540
1301025600000	3490
1301112000000	3440
1301198400000	3430
1301284800000	3450
1301371200000	3470
1301457600000	3510
1301544000000	3580
1301630400000	3760
1301716800000	3700
1301803200000	3780
1301889600000	3840
1301976000000	3820
1302062400000	3810
1302148800000	3740
1302235200000	3670
1302321600000	3560
1302408000000	3530
1302494400000	3490
1302580800000	3440
1302667200000	3420
1302753600000	3450
1302840000000	3560
1302926400000	3930
1303012800000	4010
1303099200000	4020
1303185600000	3930
1303272000000	3810
1303358400000	3750
1303444800000	3890
1303531200000	4010
1303617600000	3920
1303704000000	3720
1303790400000	3560
1303876800000	3410
1303963200000	3310
1304049600000	3270
1304136000000	3250
1304222400000	3190
1304308800000	2300
1304395200000	2070
1304481600000	2530
1304568000000	3260
1304654400000	3040
1304740800000	3430
1304827200000	3420
1304913600000	3070
1305000000000	3380
1305086400000	3290
1305172800000	3180
1305259200000	3780
1305345600000	4000
1305432000000	3280
1305518400000	3600
1305604800000	4180
1305691200000	4000
1305777600000	3800
1305864000000	3930
1305950400000	4040
1306036800000	4470
1306123200000	4690
1306209600000	4900
1306296000000	5390
1306382400000	6220
1306468800000	6800
1306555200000	7090
1306641600000	7020
1306728000000	6910
1306814400000	6890
1306900800000	6910
1306987200000	6950
1307073600000	7140
1307160000000	7100
1307246400000	7070
1307332800000	7230
1307419200000	7300
1307505600000	7280
1307592000000	7300
1307678400000	7340
1307764800000	7080
1307851200000	7100
1307937600000	7390
1308024000000	7420
1308110400000	7480
1308196800000	7420
1308283200000	7570
1308369600000	7460
1308456000000	7640
1308542400000	8160
1308628800000	8500
1308715200000	8670
1308801600000	8330
1308888000000	8350
1308974400000	8580
1309060800000	8720
1309147200000	8540
1309233600000	8300
1309320000000	7750
1309406400000	7630
1309492800000	7440
1309579200000	7320
1309665600000	7060
1309752000000	7180
1309838400000	6680
1309924800000	6610
1310011200000	6380
1310097600000	6640
1310184000000	6270
1310270400000	5820
1310356800000	5530
1310443200000	5650
1310529600000	5740
1310616000000	5550
1310702400000	5600
1310788800000	5280
1310875200000	5350
1310961600000	5470
1311048000000	5660
1311134400000	5570
1311220800000	5350
1311307200000	5550
1311393600000	5700
1311480000000	5620
1311566400000	5780
1311652800000	6070
1311739200000	5610
1311825600000	5370
1311912000000	4920
1311998400000	4800
1312084800000	4750
1312171200000	4550
1312257600000	4290
1312344000000	4060
1312430400000	3820
1312516800000	3920
1312603200000	4480
1312689600000	5120
1312776000000	4590
1312862400000	4770
1312948800000	4970
1313035200000	5080
1313121600000	5040
1313208000000	5090
1313294400000	5090
1313380800000	4840
1313467200000	4960
1313553600000	4620
1313640000000	4160
1313726400000	3650
1313812800000	3260
1313899200000	3130
1313985600000	3310
1314072000000	3470
1314158400000	3410
1314244800000	3260
1314331200000	3250
1314417600000	3290
1314504000000	3480
1314590400000	3590
1314676800000	3690
1314763200000	4100
1314849600000	4120
1314936000000	4050
1315022400000	4580
1315108800000	4610
1315195200000	4540
1315281600000	4470
1315368000000	4310
1315454400000	4140
1315540800000	4140
1315627200000	4270
1315713600000	4400
1315800000000	4440
1315886400000	4430
1315972800000	4400
1316059200000	4470
1316145600000	4560
1316232000000	4700
1316318400000	4670
1316404800000	4780
1316491200000	4830
1316577600000	4890
1316664000000	4880
1316750400000	4880
1316836800000	4840
1316923200000	4900
1317009600000	4880
1317096000000	4810
1317182400000	4020
1317268800000	4020
1317355200000	4050
1317441600000	3900
1317528000000	4480
1317614400000	4420
1317700800000	4490
1317787200000	4570
1317873600000	4590
1317960000000	4470
1318046400000	4190
1318132800000	4320
1318219200000	4640
1318305600000	4540
1318392000000	3950
1318478400000	3650
1318564800000	3300
1318651200000	3200
1318737600000	3250
1318824000000	3560
1318910400000	3670
1318996800000	3700
1319083200000	3750
1319169600000	3350
1319256000000	3070
1319342400000	3020
1319428800000	3070
