date	State Line Gauge	Roscoe	Overton	Kearney	Grand Island	Dunning	Saint Paul	North Bend	Louisville
3/24/12	187	279	1560	1560	1630	593	1790	6410	8310
3/25/12	186	242	1530	1510	1630	613	1870	5800	8380
3/26/12	186	221	1580	1490	1580	589	1780	5520	8020
3/27/12	182	202	1460	1460	1490	574	1650	5370	7820
3/28/12	190	189	1080	1260	1470	551	1910	5580	7540
3/29/12	191	188	556	708	1420	565	1420	4310	7620
3/30/12	183	188	1270	872	1110	570	1220	5580	6820
3/31/12	178	195	1620	1320	963	558	1050	4680	7350
4/1/12	176	199	1550	1390	1200	555	1020	4860	6600
4/2/12	175	208	1630	1380	1280	564	1060	4360	6670
4/3/12	173	210	1940	1520	1270	524	1170	6960	6370
4/4/12	171	262	1940	1630	1440	525	1030	3900	7610
4/5/12	168	272	1920	1640	1710	524	934	2910	6660
4/6/12	168	245	1670	1570	1740	539	784	4650	5910
4/7/12	165	210	1560	1370	1690	545	863	4810	6930
4/8/12	164	194	1540	1300	1480	523	920	4650	6940
4/9/12	165	181	1530	1270	1370	522	915	4280	6750
4/10/12	169	183	1530	1250	1290	526	1010	4440	6350
4/11/12	174	185	1700	1290	1250	520	1030	4450	6510
4/12/12	178	210	1860	1680	1340	527	957	3820	6580
4/13/12	178	246	1960	2100	1700	615	1140	4130	6370
4/14/12	182	233	2060	2030	2020	603	967	4060	7390
4/15/12	184	220	2120	2150	2000	646	1120	6080	16800
4/16/12	181	212	2280	2050	2020	590	1310	8150	12900
4/17/12	184	223	2660	2040	2010	556	876	8610	14200
4/18/12	188	203	2980	2260	2070	540	972	6800	13000
4/19/12	191	209	2890	2160	2360	605	1040	6350	10500
4/20/12	184	220	2030	1880	2350	566	1110	6360	9750
4/21/12	183	199	1760	1420	2190	559	1050	6060	9390
4/22/12	174	169	1690	1370	1700	532	880	6830	9270
4/23/12	173	157	1650	1370	1490	524	848	6260	9190
4/24/12	130	151	1630	1420	1410	526	843	5340	8710
4/25/12	87	144	1560	1450	1390	532	903	5240	7780
4/26/12	111	139	1340	1400	1340	524	977	4640	7680
4/27/12	50	159	1270	1540	1340	570	947	4260	7210
4/28/12	36	157	1370	1760	1740	593	1600	4650	6860
4/29/12	35	164	1390	1780	1770	551	1120	5320	6950
4/30/12	34	154	1100	1760	1720	554	743	7120	7300
5/1/12	33	140	900	1100	1620	548	677	6190	9160
5/2/12	67	133	1640	1430	1280	547	717	5470	9480
5/3/12	298	147	985	1550	1360	536	890	5460	9380
5/4/12	462	144	1290	1150	1610	538	952	5540	10600
5/5/12	577	131	961	1220	1220	542	913	5350	9680
5/6/12	732	123	380	949	1240	565	1030	5270	10800
5/7/12	808	117	617	783	1020	514	1170	4910	11200
5/8/12	794	118	465	848	751	497	1050	4990	9260
5/9/12	735	120	660	693	734	489	882	4420	8670
5/10/12	660	120	545	849	661	492	804	4120	7830
5/11/12	630	116	382	667	715	501	723	3740	7570
5/12/12	612	124	825	491	675	486	786	3420	6930
5/13/12	600	125	779	895	631	486	848	3000	6520
5/14/12	637	120	340	952	748	484	881	3000	5880
5/15/12	632	120	380	596	784	497	823	2810	5560
5/16/12	713	113	325	462	648	498	787	2750	5410
5/17/12	795	105	285	440	562	491	764	2840	4960
5/18/12	838	98	220	397	509	488	735	2790	5060
5/19/12	893	101	191	326	491	522	695	2710	4870
5/20/12	867	106	234	283	502	536	761	3040	5120
5/21/12	860	113	228	304	423	503	851	2460	6180
5/22/12	848	108	291	294	403	497	819	2590	5100
5/23/12	821	98	298	297	395	500	764	2590	4540
5/24/12	829	107	342	396	482	512	887	2750	4760
5/25/12	810	107	252	362	510	499	1040	2950	5020
5/26/12	768	102	352	320	520	497	1140	3860	5740
5/27/12	771	98	667	323	437	496	954	4180	6190
5/28/12	754	97	1120	575	498	490	1020	5200	6960
5/29/12	752	98	1810	1020	529	477	962	7000	10500
5/30/12	725	96	997	1170	702	480	939	5140	14000
5/31/12	755	97	684	929	1080	482	931	4420	9940
6/1/12	754	92	819	593	984	482	927	3810	7980
6/2/12	740	93	778	626	843	482	953	4070	6830
6/3/12	716	97	734	591	764	482	1050	4410	6540
6/4/12	693	86	685	582	707	480	882	4120	6710
6/5/12	657	74	751	558	690	479	842	3710	6210
6/6/12	782	65	469	558	631	476	676	3310	5880
6/7/12	894	63	393	354	579	468	559	3220	5480
6/8/12	905	68	292	298	484	455	510	2720	5370
6/9/12	873	63	282	248	418	452	461	2510	4720
6/10/12	843	50	433	233	372	460	395	2320	4460
6/11/12	826	51	421	253	316	455	356	2120	4260
6/12/12	886	56	264	237	291	447	354	2010	4010
6/13/12	984	50	165	222	308	461	358	1460	3660
6/14/12	967	45	193	198	292	458	340	1620	3460
6/15/12	1020	40	218	182	380	456	373	1880	5800
6/16/12	1090	35	228	179	345	456	361	1540	6490
6/17/12	1120	28	212	162	315	453	371	1450	4800
6/18/12	1120	22	200	146	286	447	324	1640	3860
6/19/12	1150	19	198	133	267	456	290	1610	3570
6/20/12	1240	15	167	120	230	458	271	1500	3540
6/21/12	1250	13	159	111	234	453	301	1730	3790
6/22/12	1260	12	149	103	205	444	299	1490	4160
6/23/12	1300	11	167	96	214	442	320	1110	4050
6/24/12	1300	10	168	76	194	448	265	1390	3920
6/25/12	1320	9.8	187	72	172	451	263	1370	3300
6/26/12	1340	8.9	191	72	163	446	257	998	3170
6/27/12	1380	8.1	178	66	142	448	242	970	2890
6/28/12	1470	7.2	163	60	122	443	234	930	2600
6/29/12	1480	6.4	152	54	109	441	245	889	2520
6/30/12	1540	6	150	50	96	443	219	609	2490
7/1/12	1540	5.4	157	52	88	448	227	614	2350
7/2/12	1510	4.8	163	56	72	439	236	620	1960
7/3/12	1470	4.3	163	49	60	433	227	590	1850
7/4/12	1470	4.1	152	43	49	453	218	614	1790
7/5/12	1490	4.3	125	41	42	460	186	530	1670
7/6/12	1510	3.3	113	38	40	443	164	488	1450
7/7/12	1490	2.8	105	33	34	444	131	566	1360
7/8/12	1510	3.4	91	29	30	444	184	492	1350
7/9/12	1510	3.9	102	23	39	454	196	431	1320
7/10/12	1450	4.5	110	19	32	448	175	450	1250
7/11/12	1440	8.2	270	18	25	445	158	485	1180
7/12/12	1460	5.9	450	81	17	444	169	585	1220
7/13/12	1450	3.8	140	115	10	452	178	434	1230
7/14/12	1420	3.1	120	49	25	449	187	283	1340
7/15/12	1430	2.6	101	30	36	439	155	232	1180
7/16/12	1470	2.2	88	22	14	434	121	327	977
7/17/12	1470	1.8	80	17	4.7	437	130	249	900
7/18/12	1470	1.4	80	14	1.7	486	133	251	1020
7/19/12	1440	1.1	82	13	0.59	465	148	243	946
7/20/12	1420	0.93	82	12	0.08	455	138	243	863
7/21/12	1420	0.71	74	10	0	442	120	226	812
7/22/12	1450	0.46	242	11	0	434	110	215	778
7/23/12	1470	0.33	420	31	0	432	114	206	731
7/24/12	1470	0.25	400	174	0	431	116	203	702
7/25/12	1470	0.17	303	168	0	435	93	199	676
7/26/12	1470	0.11	181	134	0	439	104	200	677
7/27/12	1440	0.03	122	58	0	435	123	187	632
7/28/12	1440	0	98	46	0	436	147	157	625
7/29/12	1440	0	81	42	0	437	123	140	559
7/30/12	1450	0	80	31	0	437	132	146	488
7/31/12	1420	0	74	21	0	436	127	181	446
8/1/12	1390	0	86	29	0	438	134	223	395
8/2/12	1340	0	656	31	0	449	175	250	430
8/3/12	1310	0	1150	301	0	449	162	222	503
8/4/12	1280	0	1110	613	0	471	138	196	526
8/5/12	1280	0	450	594	0	449	140	203	477
8/6/12	1280	0	226	288	0	443	149	227	425
8/7/12	1310	0	176	127	104	446	159	258	401
8/8/12	1320	0	118	54	114	448	150	276	483
8/9/12	1300	0	86	34	56	440	117	246	596
8/10/12	1310	0	81	29	9.5	443	101	263	640
8/11/12	1340	0	68	26	0.09	442	109	242	601
8/12/12	1350	0	79	21	0	471	115	219	604
8/13/12	1340	0	366	15	0	451	89	204	556
8/14/12	1350	0	375	117	0	449	68	187	500
8/15/12	1360	0	382	198	0	449	49	181	462
8/16/12	1360	0	426	204	0	441	93	176	416
8/17/12	1380	0	394	218	0	438	103	174	393
8/18/12	1340	0	366	197	0	439	120	243	407
8/19/12	1310	0	366	167	0	438	135	257	465
8/20/12	1330	0	391	169	0	446	149	307	548
8/21/12	1320	0	380	185	0	446	163	346	532
8/22/12	1270	0	375	175	0	439	157	370	581
8/23/12	1220	0	386	182	0	440	150	322	606
8/24/12	1200	0	520	202	0	448	165	318	640
8/25/12	1180	0	564	217	0	451	188	374	694
8/26/12	1160	0	642	312	39	449	233	366	842
8/27/12	1190	0	642	371	71	440	229	322	882
8/28/12	1160	0	626	386	84	437	211	406	866
8/29/12	1170	0	660	407	109	427	190	402	779
8/30/12	1190	0	601	445	143	426	170	346	898
8/31/12	1160	0	642	437	144	431	145	327	863
9/1/12	1150	0	680	460	152	431	143	293	784
9/2/12	1110	0	727	501	147	435	133	279	714
9/3/12	1100	0	644	510	163	441	143	267	629
9/4/12	1100	0	1180	471	187	448	171	269	628
9/5/12	1050	0	2020	924	190	442	167	276	588
9/6/12	1030	0	2070	1340	182	441	160	309	573
9/7/12	1050	0	2090	1410	268	442	172	390	593
9/8/12	1050	0	1400	1260	706	437	190	506	587
9/9/12	1070	0	660	1080	939	430	170	461	660
9/10/12	1080	0	557	605	830	434	169	767	803
9/11/12	1150	0	274	492	691	427	174	433	791
9/12/12	1580	0	97	188	449	441	211	385	1020
9/13/12	1690	0	143	99	402	445	233	559	1340
9/14/12	1660	0	550	79	258	439	225	512	1340
9/15/12	1590	0	799	279	162	438	215	752	1210
9/16/12	1550	0	1070	542	118	437	264	1110	1110
9/17/12	1540	0	967	663	160	434	292	1110	1230
9/18/12	1560	0	629	537	269	433	285	1230	1290
9/19/12	1480	0	528	436	405	430	337	915	1190
9/20/12	1190	0	447	259	415	431	379	1350	1240
9/21/12	1110	0	350	189	375	436	482	919	1090
9/22/12	1050	0	500	75	291	435	424	1080	1350
9/23/12	1030	0	600	412	252	438	398	1220	1420
9/24/12	1020	0	500	294	188	439	401	1260	1530
9/25/12	1020	0	306	102	254	441	418	1270	1560
9/26/12	916	6	388	139	260	446	442	1230	1630
9/27/12	865	10	220	56	182	444	457	1230	1700
9/28/12	851	14	447	173	161	452	465	1130	1710
9/29/12	739	18	461	216	121	441	474	931	1700
9/30/12	674	22	350	75	127	439	495	1110	1600
10/1/12	625	16	380	152	143	446	464	883	1460
10/2/12	501	19	144	58	107	440	469	1110	1580
10/3/12	390	24	118	33	92	440	487	1450	1600
10/4/12	331	33	482	25	70	430	481	1460	1740
10/5/12	301	36	146	245	57	423	463	1280	1830
10/6/12	291	40	120	57	55	419	483	1230	1820
10/7/12	274	41	92	27	79	416	478	902	1730
10/8/12	256	49	164	20	69	425	504	1280	1580
10/9/12	247	55	1150	102	57	435	516	1220	1470
10/10/12	236	52	1100	687	54	424	483	1270	1740
10/11/12	221	53	958	606	63	429	472	1260	1610
10/12/12	221	50	429	521	154	419	506	1260	1820
10/13/12	220	54	202	172	302	423	547	1420	2050
10/14/12	206	57	186	68	355	436	566	1600	2340
10/15/12	204	56	647	32	238	434	551	1530	2190
10/16/12	204	57	789	323	163	448	531	1140	2210
10/17/12	194	52	301	275	118	467	702	1370	2130
10/18/12	181	42	176	79	168	440	1330	1440	1950
10/19/12	176	36	188	41	173	393	1250	1540	2220
10/20/12	175	44	190	31	118	429	1010	1770	2270
10/21/12	173	44	206	25	87	468	944	2420	2140
10/22/12	162	42	161	21	67	502	1090	2420	2810
10/23/12	159	40	161	20	60	532	1190	2180	2920
10/24/12	158	35	166	131	56	554	1110	2150	2800
10/25/12	159	35	163	166	58	568	1140	2330	2750
10/26/12	157	34	425	170	41	550	1120	2460	3230
10/27/12	155	35	1010	346	43	551	864	2940	2910
10/28/12	148	30	1780	856	46	546	947	3130	3070
10/29/12	141	25	576	1260	91	547	1020	2850	3460
10/30/12	264	21	230	438	313	557	1110	2760	3280
10/31/12	304	18	196	320	550	566	1140	2650	3240
11/1/12	300	16	141	258	342	574	1200	3920	3160
11/2/12	295	13	150	220	272	574	1240	1150	3780
11/3/12	293	11	177	194	235	553	1300	1590	3300
11/4/12	287	10	173	195	204	562	1270	2610	1850
11/5/12	285	10	303	188	185	560	1400	3000	3080
11/6/12	281	9.9	1080	349	178	565	1440	2450	3620
11/7/12	277	9.3	1820	903	174	543	1380	2550	3520
11/8/12	274	8.6	639	1250	238	529	1290	2540	3170
11/9/12	274	8.3	292	448	548	542	1440	2460	3410
11/10/12	274	8.1	254	349	659	551	1420	2590	3420
11/11/12	268	6.9	250	290	419	513	1270	2670	3510
11/12/12	267	8.1	226	258	323	493	1190	2920	3760
11/13/12	264	9.7	749	249	278	484	942	2990	4080
11/14/12	262	14	295	574	254	486	988	2830	4110
11/15/12	261	19	810	281	260	524	852	3060	3970
11/16/12	252	19	942	673	327	517	722	2820	4120
11/17/12	249	17	294	818	313	513	687	2560	3840
11/18/12	249	14	249	352	452	528	953	2470	3620
11/19/12	244	12	224	304	466	520	1160	2770	3220
11/20/12	243	9	214	251	338	520	1100	3330	3410
11/21/12	242	6.3	232	221	313	539	1030	3530	3770
11/22/12	239	4.6	243	258	286	560	1250	3090	4130
11/23/12	237	3.7	925	282	264	526	1410	2690	3860
11/24/12	237	3.3	971	688	281	520	1490	2730	3290
11/25/12	234	3	297	749	282	529	1400	2950	3270
11/26/12	231	2.5	1030	287	407	542	1240	2850	3540
11/27/12	231	2.2	1070	817	411	522	1120	3360	3720
11/28/12	231	2.1	1150	919	409	514	1030	2670	3770
11/29/12	230	2.9	1480	981	583	508	947	2480	3690
11/30/12	226	4.4	1400	1270	642	522	1050	3610	2990
12/1/12	223	6	315	1100	784	534	1110	3030	4430
12/2/12	220	6.3	259	437	878	530	1300	3220	4380
12/3/12	217	6.3	1040	348	626	544	1360	3240	4060
12/4/12	214	6.3	1020	893	441	540	1420	3500	3870
12/5/12	214	6.6	1070	946	463	532	1470	3300	4330
12/6/12	211	7.1	1100	987	600	534	1300	3030	4340
12/7/12	212	7.5	996	986	618	530	1150	3310	3790
12/8/12	210	8	261	879	671	516	1150	3070	4420
12/9/12	210	6.2	852	1110	556	494	1470	3040	4210
12/10/12	205	5.7	852	1170	384	477	1470	2790	4170
12/11/12	204	5.3	786	1110	436	464	1300	2070	1960
12/12/12	204	4.5	852	1110	421	482	1150	1420	2850
12/13/12	204	3.6	786	1170	539	509	1470	1410	2710
12/14/12	204	3	1020	1080	623	537	1490	1700	2940
12/15/12	203	6.5	1160	1130	962	554	1600	3050	3320
12/16/12	202	16	1240	1110	904	521	1730	1420	5040
12/17/12	200	18	1100	1170	888	511	1970	1410	5650
12/18/12	198	21	1080	1080	940	530	1940	1700	5580
12/19/12	198	20	1070	1130	955	527	1690	1420	5230
12/20/12	195	17	1020	1110	936	524	1730	1410	6340
12/21/12	193	19	1160	1170	913	516	1970	1700	4130
12/22/12	193	19	1240	1080	833	503	1940	1420	3740
12/23/12	193	16	1100	1130	730	510	1730	1410	2700
12/24/12	192	16	1080	1110	627	491	1970	1700	3660
12/25/12	192	15	1070	1170	617	495	1940	1420	3740
12/26/12	191	13	1020	1080	392	509	1730	1410	3660
12/27/12	191	16	1160	1130	393	509	1970	1700	3740
12/28/12	190	18	1240	1110	388	510	1940	1420	3660
12/29/12	190	22	1100	1170	268	510	1730	1420	3740
12/30/12	189	24	1080	1080	368	511	1970	1410	3740
12/31/12	188	29	1070	1130	388	506	1940	1700	3660
1/1/13	187	32	860	882	252	512	821	3990	2990
1/2/13	183	36	850	1060	260	511	803	3870	4430
1/3/13	183	41	804	1140	302	511	867	3840	4380
1/4/13	182	42	797	914	357	510	793	3990	4060
1/5/13	181	48	1040	1090	405	511	795	3870	3870
1/6/13	180	62	974	1150	428	511	822	3840	4330
1/7/13	179	76	952	1110	444	509	868	3990	4340
1/8/13	181	83	966	1120	452	505	793	3870	3790
1/9/13	178	97	286	1110	452	510	821	3840	4420
1/10/13	178	105	851	1140	450	516	803	3990	4210
1/11/13	175	109	881	1090	382	518	821	3870	4170
1/12/13	169	102	978	960	456	513	803	3840	5040
1/13/13	170	99	1020	1140	465	493	821	3990	5650
1/14/13	172	102	1010	1100	478	495	803	3870	5580
1/15/13	174	108	491	1150	513	496	867	3840	5230
1/16/13	177	113	733	1000	619	508	821	3990	6340
1/17/13	180	114	791	1060	787	496	803	3870	5040
1/18/13	182	114	878	1140	932	513	867	3840	2990
1/19/13	178	112	1130	1000	1080	495	821	3990	4430
1/20/13	177	108	1320	1060	1120	512	803	3990	4380
1/21/13	173	106	1030	1000	1100	511	821	3990	4060
1/22/13	173	107	1150	1060	1110	522	803	3870	3870
1/23/13	172	107	1270	1140	1020	502	867	3840	4330
1/24/13	170	104	1170	914	951	491	793	3990	4340
1/25/13	168	111	1220	1090	1070	514	795	3870	3790
1/26/13	168	115	1280	1150	1090	520	822	3840	4420
1/27/13	168	124	689	1110	1200	548	868	3870	4210
1/28/13	168	128	1090	1120	1160	569	793	3880	4170
1/29/13	166	125	1080	1110	833	563	821	3290	5040
1/30/13	164	120	1400	1140	877	539	803	3250	5650
1/31/13	164	116	1100	1090	796	528	821	3240	5580
2/1/13	164	117	1040	960	862	503	803	3240	5230
2/2/13	163	117	1170	800	979	504	867	3310	6340
2/3/13	161	120	670	797	1060	526	793	3500	5040
2/4/13	160	121	905	797	1100	534	795	3600	5650
2/5/13	159	123	1240	882	1130	536	822	3800	5580
2/6/13	159	130	1350	1060	1180	544	875	4000	5230
2/7/13	159	121	1030	1140	1280	557	900	4200	6340
2/8/13	163	111	1290	914	1390	550	942	4400	5040
2/9/13	164	103	1230	1090	1210	551	1270	4600	5650
2/10/13	165	86	1210	1150	1080	582	1580	4800	5580
2/11/13	162	58	1160	1110	1040	528	1600	4900	5230
2/12/13	162	62	1190	1120	1070	518	1430	4900	6340
2/13/13	163	74	1200	1110	1040	520	1270	5440	6810
2/14/13	163	98	1190	1140	986	530	1290	4940	7660
2/15/13	162	89	915	1090	1040	517	1140	3990	6870
2/16/13	161	84	1260	960	1140	518	1220	3470	6080
2/17/13	161	88	891	1140	991	526	1190	3840	5060
2/18/13	160	71	1200	797	981	545	1020	5120	5340
2/19/13	159	62	1150	1150	839	525	1220	3880	6340
2/20/13	159	59	907	1110	991	533	1220	3290	6500
2/21/13	159	49	1050	1120	981	548	821	3250	6500
2/22/13	159	38	604	1150	839	516	1020	3240	6500
2/23/13	159	23	619	1150	991	520	821	3240	6500
2/24/13	163	45	984	1110	981	547	1020	3310	6500
2/25/13	161	61	1030	1150	839	561	867	3500	6500
2/26/13	164	66	1320	1110	991	565	1220	3600	6500
2/27/13	164	83	1190	1120	981	576	795	3800	6500
2/28/13	163	100	1320	1110	839	556	1220	4000	6500
3/1/13	161	94	1170	1310	991	549	1570	4200	6500
3/2/13	160	85	1140	1150	991	550	1500	4400	6500
3/3/13	162	79	1240	1160	981	562	1280	4600	6500
3/4/13	160	70	1140	1230	839	577	1170	4800	6500
3/5/13	152	60	1290	1120	1130	540	1290	4900	6500
3/6/13	150	56	1120	1210	1100	519	1330	5000	6500
3/7/13	146	52	1130	1140	1130	534	897	5090	6500
3/8/13	146	49	1140	1130	1050	557	898	4970	6610
3/9/13	150	49	868	1190	1100	605	1050	4650	6770
3/10/13	148	37	657	957	1080	583	1520	4920	6780
3/11/13	147	64	1050	848	915	550	1510	4380	7490
3/12/13	149	60	1070	1150	746	545	1210	4410	6510
3/13/13	146	57	1210	1010	867	541	1210	4600	7540
3/14/13	135	54	827	1110	888	565	1130	4800	6660
3/15/13	134	49	1260	954	1020	597	1240	4700	6320
3/16/13	134	44	919	1020	894	604	1470	4610	6420
3/17/13	136	41	1120	876	1040	576	1470	4580	6600
3/18/13	134	38	445	1010	912	580	1440	4920	6720
3/19/13	135	35	439	493	936	575	1270	5530	6490
3/20/13	134	33	414	405	725	560	933	5400	6690
3/21/13	134	32	400	342	589	556	1010	5360	6680
3/22/13	135	33	406	309	522	564	1180	4660	6500
3/23/13	135	34	524	289	475	557	1420	4800	6100
3/24/13	135	34	1140	487	445	540	1410	4590	5840
3/25/13	135	34	1700	1090	482	511	1450	4500	5810
3/26/13	134	38	2020	1710	787	509	1290	3940	5420
3/27/13	134	41	442	1360	1240	535	1250	4650	5310
3/28/13	134	40	331	428	1410	560	1240	4170	5410
3/29/13	134	38	363	265	829	576	1310	4460	5810
3/30/13	134	35	414	291	713	576	1530	5200	5740
3/31/13	134	32	394	243	624	571	1580	5240	6520
4/1/13	134	31	555	207	544	566	1440	5580	6410
4/2/13	134	30	1200	469	486	562	1120	3560	6210
4/3/13	134	31	1840	1030	475	563	1210	4230	5420
4/4/13	134	44	1880	1720	759	566	1020	2520	5370
4/5/13	134	68	371	1230	1330	570	1200	3520	4830
4/6/13	134	87	492	498	1330	567	1340	4170	4500
4/7/13	134	99	1210	668	779	570	1320	4450	5240
4/8/13	102	103	1900	1280	759	574	1660	5180	5650
4/9/13	169	111	2330	2530	1220	600	2650	5790	6270
4/10/13	151	79	1250	2300	2280	515	2450	9250	7530
4/11/13	150	138	1770	1400	2070	477	1780	7850	12400
4/12/13	154	155	3490	2420	1390	489	1290	7300	10400
4/13/13	155	177	4070	3810	2190	542	1220	6040	9440
4/14/13	155	182	3890	4010	3460	568	1380	5340	8390
4/15/13	153	167	2440	3260	3690	521	1350	5730	7840
4/16/13	153	170	1870	2150	3230	525	1240	6550	7810
4/17/13	159	167	1790	1940	2350	543	1130	7030	9090
4/18/13	161	172	2240	1880	2030	524	1160	6550	10500
4/19/13	157	180	2460	2310	1880	500	926	5710	9780
4/20/13	163	156	2400	2350	2200	507	669	5060	8800
4/21/13	167	147	2460	2300	2280	530	620	4600	8120
4/22/13	163	146	2520	2360	2470	588	759	4730	8670
4/23/13	158	151	2480	2240	2770	536	968	5060	9920
4/24/13	155	143	2460	2170	2480	536	817	5790	8640
4/25/13	153	131	747	1820	2320	546	634	5830	8880
4/26/13	152	128	572	883	2000	555	566	4900	8690
4/27/13	150	118	1390	919	1120	555	539	4760	7690
4/28/13	149	111	2270	1370	974	557	580	4870	7420
4/29/13	148	111	2540	1920	1290	540	665	5420	7520
4/30/13	148	111	655	1600	1840	536	716	2400	7130
5/1/13	161	120	521	770	1970	555	963	3930	5720
5/2/13	159	124	1210	810	1190	525	1230	5470	6840
5/3/13	162	119	684	1250	879	519	958	6470	8300
5/4/13	160	107	1080	698	1020	529	926	5990	8930
5/5/13	158	115	594	881	890	517	987	4720	8650
5/6/13	157	112	834	719	931	527	901	4670	7620
5/7/13	156	107	622	689	781	543	823	4480	7030
5/8/13	156	110	536	544	812	542	906	3510	7010
5/9/13	127	97	619	517	695	528	955	4350	6270
5/10/13	144	93	542	476	596	526	1010	4170	6980
5/11/13	150	91	526	453	548	534	993	4120	6720
5/12/13	150	91	581	466	487	526	966	3960	6530
5/13/13	85	94	487	427	466	539	955	3640	6350
5/14/13	32	96	484	419	469	545	964	3730	5950
5/15/13	23	92	486	421	440	533	876	3200	5920
5/16/13	22	92	363	378	439	542	845	3040	5320
5/17/13	21	91	293	361	439	537	777	2330	5230
5/18/13	21	89	189	307	400	551	755	2990	4530
5/19/13	21	111	190	219	437	602	915	2660	5810
5/20/13	22	115	175	194	396	633	953	2730	5730
5/21/13	21	107	149	174	300	588	1040	3850	5380
5/22/13	19	110	141	164	261	558	1120	3660	6450
5/23/13	18	109	138	156	248	566	1170	2780	6720
5/24/13	17	108	138	154	243	588	977	2920	5670
5/25/13	17	116	802	177	708	587	3430	3350	5790
5/26/13	16	109	714	581	618	597	3090	4110	5910
5/27/13	15	103	255	359	544	617	2490	8620	9750
5/28/13	15	104	814	312	622	611	2290	9300	15100
5/29/13	16	155	993	570	525	652	2560	6780	14300
5/30/13	16	129	683	664	983	596	2840	7500	21300
5/31/13	16	113	638	592	1030	522	2740	8890	17500
6/1/13	15	113	1010	453	823	488	2100	8340	14900
6/2/13	15	130	664	649	766	480	1750	6960	12600
6/3/13	15	132	562	500	761	477	1340	5880	11100
6/4/13	13	144	866	463	690	479	1250	5730	9550
6/5/13	10	129	897	564	570	469	1080	4950	8830
6/6/13	9.4	121	847	554	584	458	967	5370	7980
6/7/13	9.2	114	196	482	611	458	921	3470	7580
6/8/13	8.8	107	125	236	627	482	938	3990	6420
6/9/13	8.4	100	98	174	498	489	952	4390	8720
6/10/13	7.9	88	85	134	406	475	936	4290	7640
6/11/13	7.4	76	85	95	361	475	943	3900	7410
6/12/13	7	72	87	62	289	477	776	3590	6420
6/13/13	9.7	77	173	58	255	467	638	3300	5810
6/14/13	49	70	184	74	268	467	602	3270	5510
6/15/13	55	69	203	95	275	477	652	3240	6190
6/16/13	251	66	199	104	242	530	561	3140	6540
6/17/13	439	58	192	141	236	510	572	3140	6810
6/18/13	514	55	238	155	235	498	595	3030	5590
6/19/13	648	51	243	165	220	487	769	2870	5150
6/20/13	699	46	253	133	213	486	683	2480	4700
6/21/13	696	41	198	106	201	507	606	2640	3960
6/22/13	789	38	185	63	205	554	675	2860	4100
6/23/13	871	59	182	83	243	555	844	3260	4580
6/24/13	770	61	189	99	284	585	1110	4200	5620
6/25/13	723	49	202	87	270	542	1030	3800	6880
6/26/13	637	38	182	68	224	511	1190	4140	6360
6/27/13	676	30	172	59	213	499	1250	4160	6020
6/28/13	687	22	167	51	165	486	1030	3830	5780
6/29/13	876	15	184	43	137	476	825	3590	5540
6/30/13	1030	11	215	35	115	468	720	3810	5120
7/1/13	1230	9.6	214	44	92	463	662	3010	5120
7/2/13	1270	9.5	151	56	83	461	626	2960	4390
7/3/13	1320	13	128	31	88	461	415	2590	4170
7/4/13	1370	11	101	25	76	459	243	2260	3710
7/5/13	1360	9.9	94	22	65	461	205	1880	3370
7/6/13	1340	8.3	94	22	55	466	224	2100	2980
7/7/13	1310	7.3	96	19	38	459	241	1760	2880
7/8/13	1280	6.7	117	18	27	457	209	1800	2690
7/9/13	1280	6	134	17	24	464	255	1760	2600
7/10/13	1270	5.6	340	13	20	463	364	1650	2540
7/11/13	1240	5.3	811	102	15	463	258	1640	2460
7/12/13	1250	4.7	256	347	8.8	459	250	1500	2300
7/13/13	1310	4	132	98	22	461	223	1090	2280
7/14/13	1320	7.1	113	41	42	469	174	1330	2080
7/15/13	1330	7.9	112	30	40	476	145	1130	1640
7/16/13	1320	5.9	115	22	25	479	128	1340	1840
7/17/13	1300	5.2	109	18	14	460	157	1140	1600
7/18/13	1300	4.7	102	14	2.7	446	128	1100	1770
7/19/13	1290	3.9	96	12	2.3	446	106	1330	1520
7/20/13	1270	3.4	91	14	0.51	453	80	1030	1460
7/21/13	1270	2.9	93	9.5	0.01	511	58	1000	1690
7/22/13	1280	2.4	105	7.4	0	527	77	947	1390
7/23/13	1280	2	109	4.9	0.93	528	277	1050	1380
7/24/13	1270	1.8	105	4.7	0	510	411	957	1400
7/25/13	1280	3.9	114	4.8	0	494	595	1120	1460
7/26/13	1250	2.8	117	8.1	0	485	781	1200	1340
7/27/13	1210	2.1	121	13	0	482	589	1300	1510
7/28/13	1250	3.6	147	12	0	474	387	1760	1600
7/29/13	1270	4.2	189	20	1.1	473	411	1700	2040
7/30/13	1240	3.3	200	56	30	491	444	1610	2660
7/31/13	1220	4.9	204	73	35	528	427	1710	2430
8/1/13	1200	4.3	207	85	44	546	428	1790	2350
8/2/13	1160	6.9	1170	247	168	510	1090	2180	3090
8/3/13	1130	4	1990	1150	149	580	1230	2430	3270
8/4/13	1140	3.6	1480	1360	140	634	600	3680	3230
8/5/13	1150	2.8	1180	1200	420	556	466	3380	3990
8/6/13	1120	1.9	375	867	659	524	438	2910	3990
8/7/13	1160	1.5	290	470	754	497	617	2710	3650
8/8/13	1140	1.5	264	360	517	489	324	2170	3350
